key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
13033|위험해지더라도 어떻게든 될 거라고 생각했다. \n하지만 에밀리는 이제 어디에도 없어...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...|I thought that we could get over this, no matter how hard it would be.\nBut.. Emily is now nowhere near us...
13034|우리들은 그 곳에서 더 이상 나아가지 못 하고, 슬픔에 휩싸였다.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.|We all stood there, weeping.
13035|돌아... 오겠지...?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?|She..will come back, won't she?
13036|모르겠어... 시뮬레이터이니 일반적으로는 죽지 않을 테지만... \n테스트 단계의 대용품이니...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...|We have no clue... although they said that it is a simulator and that normally people don't really die in a simulator...\nBut... it's still a prototype test ...
13037|현실에서도 사망했을 거라는 가능성이 있단 말입니까?! \n그, 그렇지 말입니다... 지금 당장 현실로 돌아가 확인을...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...|What!? Are you saying that there's a chance that she could die, out there too?\nI..I guess that you're right...Then we should go out there right now and check...
13038|자세한건 안에서 들으라고 했으니, 돌아갈 방법도 알 수가 없어.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.|We were told to be informed about this test procedure once we were inside, so there's really no information how we can go out.
13039|으으... 이제 다 틀렸지 말입니다...|This is so wrong..|This is so wrong..|This is so wrong..|This is so wrong..|This is so wrong..|This is so wrong..|This is so wrong..|This is so wrong..|This is so wrong..
13040|손 쓸 방도가 없는 채, 무거운 공기가 흐른다. \n그 와중에, 츠바사가 뜨악한 표정으로 뒤를 가리켰다.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.|With nothing left that they could do, only silence filled the atmosphere. \nTsubasa, extended her arm pointing at the rear with a surprised face.
13041|모두들, 저기를 보세요!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!|Hey everyone, Look!
13042|응?|Huh..?|Huh..?|Huh..?|Huh..?|Huh..?|Huh..?|Huh..?|Huh..?|Huh..?
13043|저건...?|That's...!!|That's...!!|That's...!!|That's...!!|That's...!!|That's...!!|That's...!!|That's...!!|That's...!!
13044|야호~ 돌아왔어~|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!|Hey Guys, I'm back!
13045|에, 에, 에, 에밀리?! 으... 으아아앙~~~!|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob|E..E..Emily!? *Huuaaa*Sob Sob
13046|저기 레나?! 갑자기 왜 그래! 이것 좀 놓으라구!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!|Hey, Lena?! What's with all the tears! Hey, you're strangling me! Chill Out!
13047|에밀리, 아까 전엔 이별을 고하는 듯한 대사를 남기지 않았어?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?|Emily, didn't you just say something like when you were about to.. you know, die?
