key|EBSS_Kr|EBSS_En|EBSS_Beon|EBSS_Esp|EBSS_Deu|EBSS_Idn|EBSS_Tha|EBSS_Fr|EBSS_Gan|EBSS_Rus
37008|아니, 너무 어두워서 아무 것도 보이지 않잖아! \n뭐가 어떻게 되는 거야?!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!|Hey, it's so dark I can't see anything\nWhat's going on!
37009|어두워졌다곤 해도, 잠시 뒤면 눈이 적응될 거에요!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!|We'll get used to the dark soon!
37010|그런걸 기다렸다간 이쪽이 당해 버릴 거라구!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!|We'll probably get attacked before then!
37011|이런 적은 처음인데?! 버그인가?!|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?|This is the first time... is this kind of a bug?
37012|아니오, 이 곳은 야전 훈련 경험을 쌓을 수 있는 장소입니다. \n버그가 아닙니다.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.|No. this stage is designed for a mid-night combat.\nIt's not a bug.
37013|그런건 좀 빨리 말해 주라고! \n미리 알았다면 대책을 세웠을텐데...|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..|Then tell us already!\nWe would have got prepared if we knew it before..
37014|저는 관리자이자, 테스트 플레이어의 안내역을 맡고 있습니다. \n하지만, 각 층의 세부 설명까지는 지시를 받지 못 했습니다.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.|I am only a manger, and an escort of you test players.\nHowever, I did not receive instructions to give detailed information about each stages.
37015|어디까지나 규칙을 설명하고, 무슨 일이 생길 경우를 대비하기 위해 존재한다는 거군요.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.|Seems like you are ordered just to explain basic rules, and take care of things getting out of hand.
37016|여기가 그런 층이라고 해도 헤쳐 나갈 수 밖에 없어!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!|Well, we have no choice but to handle the situation ourselves!
37017|...뭔가가 옵니다!|...Something's coming!|...Something's coming!|...Something's coming!|...Something's coming!|...Something's coming!|...Something's coming!|...Something's coming!|...Something's coming!|...Something's coming!
37018|와아앗...!!|Huh!!|Huh!!|Huh!!|Huh!!|Huh!!|Huh!!|Huh!!|Huh!!|Huh!!
37019|무언가가 덮쳐 오는 감각에 의해, 보스의 습격을 감지할 수 있었다. \n하지만, 감지한 것과 맞서 싸울 수 있는 것은 별개의 문제다.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.|A sense of something rushing towards us, we could anticipate the boss targetting us. \nBut, knowing that something is about to strike and fighting against it is a completely separate problem.
